cgid,chr,pos,strand,Type,Islands_Name,Relation_to_Island,UCSC_RefGene_Name,UCSC_RefGene_Accession,UCSC_RefGene_Group
cg13971260,chr10,71993216,+,I,chr10:71992414-71993467,Island,PPA1,NM_021129,TSS200
cg13979873,chr12,2999833,+,I,chr12:2999665-3000638,Island,TULP3;TULP3,NM_003324;NM_001160408,TSS200;TSS200
cg13995117,chr16,1402058,+,I,chr16:1401334-1402348,Island,GNPTG;C16orf42,NM_032520;NM_001001410,Body;TSS200
cg14009731,chr2,24150123,+,I,chr2:24149256-24150354,Island,ATAD2B,NM_017552,TSS200
cg14010914,chr14,64009731,+,I,chr14:64009645-64010525,Island,PPP2R5E;PPP2R5E,NM_006246;NM_006246,1stExon;5'UTR
cg14014604,chr2,175351471,-,I,chr2:175351364-175352154,Island,GPR155;GPR155,NM_152529;NM_001033045,5'UTR;5'UTR
cg14016680,chr3,197687242,-,I,chr3:197686919-197687334,Island,LMLN;LMLN;IQCG;LMLN;LMLN,NR_026786;NM_001136049;NM_032263;NR_026787;NM_033029,Body;1stExon;TSS1500;Body;1stExon
cg14017195,chr8,145654007,+,I,chr8:145653335-145654145,Island,VPS28;VPS28,NM_016208;NM_183057,TSS200;TSS200
cg14041079,chr2,120125235,-,I,chr2:120124241-120125287,Island,C2orf76;DBI;DBI;DBI,NM_001017927;NM_020548;NM_001079862;NM_001079863,TSS1500;Body;Body;TSS200
cg14051046,chr9,128510172,-,I,chr9:128508321-128510670,Island,PBX3;PBX3;PBX3;PBX3,NR_024123;NM_006195;NM_001134778;NR_024122,Body;Body;TSS1500;Body
cg14052593,chr10,75490264,+,I,chr10:75489947-75490554,Island,BMS1P4,NR_026592,Body
cg14059978,chr18,72265164,-,I,chr18:72264517-72265964,Island,LOC400657,NR_024484,TSS200
cg14060296,chr14,65007096,+,I,chr14:65006874-65009197,Island,HSPA2,NM_021979,TSS200
cg14060836,chr9,88897456,+,I,chr9:88896741-88897721,Island,ISCA1;ISCA1,NM_030940;NM_030940,1stExon;5'UTR
cg14067014,chr14,90798225,+,I,chr14:90798164-90798394,Island,C14orf102;C14orf102;C14orf102,NM_199043;NM_017970;NM_199043,5'UTR;1stExon;1stExon
cg14068146,chr5,176940708,+,I,chr5:176943525-176944508,N_Shelf,DDX41,NM_016222,Body
cg14069736,chr22,20255653,-,I,chr22:20254889-20255692,Island,RTN4R;RTN4R,NM_023004;NM_023004,5'UTR;1stExon
cg14071762,chr20,61904060,-,I,chr20:61903907-61904701,Island,ARFGAP1;ARFGAP1,NM_018209;NM_175609,TSS200;TSS200
cg14088589,chr9,82186418,-,I,chr9:82185479-82188560,Island,TLE4,NM_007005,TSS1500
cg14089728,chr14,24563796,-,I,chr14:24563256-24563886,Island,PCK2;PCK2,NM_004563;NM_001018073,Body;Body
cg14098468,chr19,53140973,-,I,chr19:53141175-53141813,N_Shore,ZNF83;ZNF83;ZNF83;ZNF83;ZNF83;ZNF83;ZNF83;ZNF83,NR_003936;NM_018300;NM_001105553;NM_001105550;NM_001105554;NM_001105549;NM_001105552;NM_001105551,Body;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR
cg14106119,chr22,42084222,-,I,chr22:42084641-42085014,N_Shore,NHP2L1,NM_001003796,Body
cg14106156,chr7,105752389,-,I,chr7:105752103-105753148,Island,SYPL1;SYPL1,NM_006754;NM_182715,Body;Body
cg14107159,chr12,56652285,+,I,chr12:56651692-56652527,Island,ANKRD52,NM_173595,TSS200
cg14107883,chr5,7869257,-,I,chr5:7868863-7869840,Island,MTRR;MTRR;FASTKD3;MTRR,NM_002454;NM_002454;NM_024091;NM_024010,1stExon;5'UTR;TSS200;1stExon
cg14114135,chr7,76022681,+,I,chr7:76022369-76023172,Island,SRCRB4D,NM_080744,Body
cg14116624,chr17,25621079,-,I,chr17:25620999-25621730,Island,WSB1;WSB1,NM_015626;NM_134265,TSS200;TSS200
cg14134710,chr21,44313311,+,I,chr21:44312913-44313860,Island,NDUFV3;NDUFV3,NM_001001503;NM_021075,TSS200;TSS200
cg14138116,chr12,120638927,+,I,chr12:120638588-120639116,Island,RPLP0;RPLP0;RPLP0;RPLP0,NM_053275;NM_001002;NM_001002;NM_053275,5'UTR;1stExon;5'UTR;1stExon
cg14140629,chr6,127587906,-,I,chr6:127587833-127588602,Island,RNF146,NM_030963,TSS200
cg14143435,chr8,28747839,-,I,chr8:28748070-28748431,N_Shore,HMBOX1;HMBOX1;INTS9;INTS9;INTS9,NM_001135726;NM_024567;NM_001145159;NR_026826;NM_018250,TSS200;TSS1500;TSS200;TSS200;TSS200
cg14151616,chr19,10426492,+,I,chr19:10426381-10426723,Island,FDX1L,NM_001031734,Body
cg14153511,chr20,45034743,-,I,chr20:45034723-45035418,Island,ELMO2;ELMO2,NM_182764;NM_133171,5'UTR;5'UTR
cg14159963,chr7,116139849,+,I,chr7:116139774-116140352,Island,CAV2;CAV2,NM_001233;NM_198212,1stExon;1stExon
cg14163408,chr2,70528840,+,I,chr2:70528608-70529337,Island,FAM136A,NM_032822,Body
cg14163827,chr9,134270147,-,I,chr9:134269881-134270252,Island,,,
cg14165789,chr6,160390107,-,I,chr6:160389832-160390890,Island,IGF2R,NM_000876,TSS200
cg14174099,chr14,70655862,+,I,chr14:70655095-70656077,Island,SLC8A3;SLC8A3;SLC8A3;SLC8A3,NM_183002;NM_182932;NM_033262;NM_058240,TSS200;TSS200;TSS200;TSS200
cg14184277,chr7,28893923,+,I,chr7:28893453-28894058,Island,,,
cg14192396,chr10,97416393,+,I,chr10:97415860-97416726,Island,ALDH18A1;ALDH18A1;ALDH18A1;ALDH18A1,NM_001017423;NM_001017423;NM_002860;NM_002860,5'UTR;1stExon;1stExon;5'UTR
cg14194835,chr21,46640872,-,I,,OpenSea,ADARB1;ADARB1;ADARB1;ADARB1;ADARB1;ADARB1;ADARB1,NM_015833;NR_027674;NM_001112;NR_027672;NM_015834;NR_027673;NM_001160230,Body;Body;Body;Body;Body;Body;Body
cg14195198,chr19,17322956,+,I,chr19:17322471-17322988,Island,MYO9B;MYO9B,NM_001130065;NM_004145,3'UTR;Body
cg14201224,chr9,133454820,+,I,chr9:133454629-133455496,Island,LOC100272217;FUBP3,NR_027440;NM_003934,Body;TSS200
cg14202380,chr1,47070052,-,I,chr1:47069615-47070179,Island,MKNK1;MKNK1;MKNK1;MKNK1;MKNK1,NM_198973;NR_024174;NR_024176;NM_003684;NM_001135553,TSS200;TSS200;TSS200;TSS200;TSS200
cg14202491,chr17,77954523,+,I,chr17:77955491-77955693,N_Shore,TBC1D16,NM_019020,Body
cg14208721,chr9,111696763,-,I,chr9:111695774-111696956,Island,IKBKAP;C9orf6;C9orf6,NM_003640;NM_017832;NM_017832,TSS200;1stExon;5'UTR
cg14209637,chr4,170679228,+,I,chr4:170678944-170679255,Island,C4orf27,NM_017867,TSS200
cg14214745,chr3,9975533,-,I,chr3:9974379-9975722,Island,CRELD1;CRELD1;CRELD1;CRELD1;CRELD1;CRELD1,NM_001077415;NM_001031717;NM_015513;NM_015513;NM_001077415;NM_001031717,1stExon;5'UTR;1stExon;5'UTR;5'UTR;1stExon
cg14227687,chr7,100303735,-,I,chr7:100303014-100304079,Island,POP7;POP7,NM_005837;NM_005837,5'UTR;1stExon
cg14230166,chr19,1020974,+,I,chr19:1020511-1021395,Island,C19orf6;C19orf6,NM_033420;NM_001033026,1stExon;1stExon
cg14235416,chr4,141348307,-,I,chr4:141348042-141348957,Island,CLGN;CLGN,NM_001130675;NM_004362,5'UTR;5'UTR
cg14238081,chr14,65438743,+,I,chr14:65438412-65439363,Island,RAB15,NM_198686,1stExon
cg14238478,chr2,219433113,+,I,chr2:219432767-219434061,Island,RQCD1;USP37,NM_005444;NM_020935,TSS1500;TSS200
cg14240733,chr9,82187855,-,I,chr9:82185479-82188560,Island,TLE4,NM_007005,Body
cg14241138,chr9,82188393,+,I,chr9:82185479-82188560,Island,TLE4,NM_007005,Body
cg14241609,chr11,128781826,-,I,,OpenSea,KCNJ5,NM_000890,Body
cg14248017,chr22,40766670,-,I,chr22:40766459-40767033,Island,SGSM3;SGSM3,NM_015705;NM_015705,5'UTR;1stExon
cg14256568,chr11,60681709,-,I,chr11:60681552-60682268,Island,TMEM109;TMEM109,NM_024092;NM_024092,5'UTR;1stExon
cg14258366,chr7,41982794,+,I,,OpenSea,,,
cg14275127,chr20,54967374,-,I,chr20:54967036-54968001,Island,AURKA;CSTF1;CSTF1;AURKA;AURKA;AURKA;AURKA;CSTF1;AURKA,NM_198434;NM_001033521;NM_001324;NM_198437;NM_003600;NM_198436;NM_198433;NM_001033522;NM_198435,TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS1500;TSS200
cg14284289,chr1,155829430,-,I,chr1:155829109-155829431,Island,SYT11;SYT11,NM_152280;NM_152280,1stExon;5'UTR
cg14288209,chr9,33025487,-,I,chr9:33025082-33025797,Island,DNAJA1,NM_001539,5'UTR
cg14307145,chr2,64751310,+,I,chr2:64751141-64752083,Island,AFTPH;AFTPH;AFTPH,NM_203437;NM_001002243;NM_017657,TSS200;TSS200;TSS200
cg14308332,chr14,39736173,-,I,chr14:39735802-39736902,Island,CTAGE5;CTAGE5;CTAGE5;CTAGE5,NM_005930;NM_203355;NM_203354;NM_203356,TSS200;TSS200;Body;5'UTR
cg14310975,chr17,7383075,+,I,chr17:7382266-7382710,S_Shore,ZBTB4;ZBTB4,NM_001128833;NM_020899,TSS200;5'UTR
cg14324338,chr9,130890192,+,I,chr9:130889698-130891144,Island,LOC389791;PTGES2;PTGES2;PTGES2;PTGES2,NR_024425;NM_025072;NM_025072;NR_027812;NR_027811,TSS1500;1stExon;5'UTR;Body;Body
cg14328506,chr9,131314499,-,I,chr9:131314228-131315496,Island,SPTAN1;SPTAN1,NM_003127;NM_001130438,TSS1500;TSS1500
cg14336879,chr17,27333117,+,I,chr17:27332268-27333188,Island,SEZ6;SEZ6,NM_178860;NM_001098635,TSS200;TSS200
cg14340114,chr7,124570081,-,I,chr7:124569882-124570199,Island,POT1;POT1;POT1;POT1;POT1,NR_003104;NM_015450;NR_003102;NR_003103;NM_001042594,TSS200;TSS200;TSS200;TSS200;TSS200
cg14342106,chr11,57069646,+,I,,OpenSea,TNKS1BP1,NM_033396,Body
cg14345069,chr4,186347299,-,II,chr4:186346794-186347571,Island,UFSP2;UFSP2,NM_018359;NR_028085,TSS200;TSS200
cg14354430,chr9,136911493,+,I,chr9:136913021-136913699,N_Shore,BRD3,NM_007371,Body
cg14376813,chr6,109762158,-,I,chr6:109761395-109762604,Island,SMPD2;SMPD2;PPIL6;PPIL6,NM_003080;NM_003080;NM_001111298;NM_173672,5'UTR;1stExon;TSS1500;TSS1500
cg14377169,chr1,113162381,-,I,chr1:113161591-113162571,Island,ST7L;ST7L;CAPZA1;ST7L;ST7L;CAPZA1,NM_138728;NM_138727;NM_006135;NM_138729;NM_017744;NM_006135,TSS1500;TSS1500;1stExon;TSS1500;TSS1500;5'UTR
cg14382318,chr22,46646383,-,I,chr22:46645764-46646957,Island,C22orf40,NM_207327,TSS200
cg14385175,chr9,80911841,+,I,chr9:80911779-80912611,Island,PSAT1;PSAT1,NM_021154;NM_058179,TSS1500;TSS1500
cg14390683,chr10,75910297,+,I,chr10:75910836-75911480,N_Shore,ADK;AP3M1;AP3M1,NM_006721;NM_207012;NM_012095,TSS1500;5'UTR;5'UTR
cg14392966,chr11,125773125,+,I,chr11:125774292-125774584,N_Shore,DDX25;PUS3,NM_013264;NM_031307,TSS1500;TSS200
cg14398275,chr20,10199461,+,I,chr20:10200088-10200384,N_Shore,SNAP25;SNAP25,NM_130811;NM_003081,TSS200;TSS200
cg14401494,chr7,111846508,+,I,chr7:111845860-111846887,Island,DOCK4;ZNF277,NM_014705;NM_021994,TSS200;TSS200
cg14405589,chr13,113242289,-,I,chr13:113242125-113242656,Island,TUBGCP3,NM_006322,1stExon
cg14406074,chr9,139818362,-,I,,OpenSea,TRAF2,NM_021138,Body
cg14408590,chr10,101419247,-,I,chr10:101418868-101419589,Island,ENTPD7,NM_020354,TSS200
cg14417382,chr12,64616000,+,I,chr12:64615824-64616386,Island,C12orf66,NM_152440,1stExon
cg14418275,chr11,66243281,+,I,chr11:66243076-66243391,Island,PELI3;PELI3,NM_001098510;NM_145065,Body;Body
cg14421490,chr14,81687491,+,I,chr14:81686385-81687885,Island,GTF2A1;GTF2A1;GTF2A1,NM_015859;NM_201595;NM_201595,TSS200;5'UTR;1stExon
cg14423177,chr1,92545898,+,I,chr1:92545819-92546480,Island,BTBD8;BTBD8,NM_183242;NM_183242,1stExon;5'UTR
cg14433247,chr12,14923044,-,I,chr12:14922877-14923974,Island,,,
cg14434187,chr17,61627772,-,I,chr17:61627221-61628290,Island,DCAF7,NM_005828,TSS200
cg14434408,chr18,72265231,-,I,chr18:72264517-72265964,Island,LOC400657,NR_024484,TSS200
cg14444703,chr11,842977,-,I,chr11:842293-843396,Island,TSPAN4;TSPAN4;TSPAN4;TSPAN4;TSPAN4;TSPAN4;POLR2L;TSPAN4;TSPAN4;TSPAN4,NM_001025237;NM_001025236;NM_001025238;NM_001025235;NM_001025239;NM_001025236;NM_021128;NM_001025234;NM_003271;NM_001025235,TSS1500;1stExon;5'UTR;1stExon;5'UTR;5'UTR;TSS1500;TSS1500;5'UTR;5'UTR
cg14455465,chr2,43454138,+,I,chr2:43451445-43454951,Island,LOC100129726;ZFP36L2,NR_027251;NM_006887,TSS1500;TSS1500
cg14460708,chr3,172428874,+,I,chr3:172428416-172428950,Island,NCEH1;NCEH1;NCEH1;NCEH1;NCEH1;NCEH1;NCEH1;NCEH1,NM_001146277;NM_020792;NM_001146278;NM_001146276;NM_001146276;NM_020792;NM_001146277;NM_001146278,1stExon;5'UTR;5'UTR;1stExon;5'UTR;1stExon;5'UTR;1stExon
cg14461913,chr9,138799741,-,I,chr9:138798462-138800325,Island,CAMSAP1,NM_015447,TSS1500
cg14462928,chr2,27273202,-,I,chr2:27272846-27273400,Island,AGBL5;AGBL5,NM_021831;NM_001035507,TSS1500;TSS1500
cg14464464,chr11,17036337,+,I,chr11:17034843-17036404,Island,PLEKHA7,NM_175058,TSS1500
cg14478806,chr15,80351979,+,I,,OpenSea,ZFAND6,NM_019006,TSS200
cg14480134,chr20,44660529,+,I,chr20:44660342-44660948,Island,SLC12A5;SLC12A5,NM_020708;NM_001134771,Body;Body
cg14480679,chr3,183735826,-,I,chr3:183735183-183736103,Island,ABCC5;ABCC5,NM_005688;NM_001023587,TSS200;TSS200
cg14480858,chr9,4666499,-,I,chr9:4662252-4662951,S_Shelf,C9orf68;C9orf68,NM_001039395;NM_001039395,1stExon;5'UTR
cg14481481,chr10,99205976,-,I,chr10:99205476-99206274,Island,ZDHHC16;ZDHHC16;ZDHHC16;ZDHHC16;ZDHHC16;ZDHHC16;ZDHHC16;ZDHHC16;ZDHHC16;EXOSC1;ZDHHC16,NM_198045;NM_198044;NM_198044;NM_198046;NM_198045;NM_198043;NM_198043;NM_198046;NM_032327;NM_016046;NM_032327,5'UTR;1stExon;5'UTR;5'UTR;1stExon;5'UTR;1stExon;1stExon;1stExon;TSS1500;5'UTR
cg14497847,chr14,99947303,+,I,chr14:99946161-99948188,Island,SETD3;CCNK;CCNK;SETD3,NM_032233;NM_001099402;NM_003858;NM_199123,TSS200;TSS1500;TSS1500;TSS200
cg14502606,chr17,40718952,-,I,chr17:40718686-40719633,Island,MLX;MLX;MLX,NM_170607;NM_198205;NM_198204,TSS200;TSS200;TSS200
cg14503180,chr11,46354630,+,I,chr11:46354091-46355190,Island,DGKZ,NM_201532,TSS200
cg14508122,chr14,78227346,-,I,chr14:78227054-78227575,Island,SNW1;C14orf178,NM_012245;NM_174943,Body;5'UTR
cg14519859,chr11,63448755,-,I,chr11:63448704-63449386,Island,RTN3;RTN3;RTN3;RTN3,NM_201428;NM_006054;NM_201430;NM_201429,TSS200;TSS200;TSS200;TSS200
cg14523877,chr12,7080036,+,I,chr12:7079500-7080129,Island,PHB2;EMG1;EMG1;PHB2,NM_001144831;NM_006331;NM_006331;NM_007273,TSS200;5'UTR;1stExon;TSS200
cg14524337,chr9,100459217,-,I,chr9:100459096-100459775,Island,XPA;XPA,NR_027302;NM_000380,Body;Body
cg14528437,chr9,138660693,+,I,chr9:138660497-138661224,Island,KCNT1,NM_020822,Body
cg14533957,chr6,31698058,-,I,chr6:31695894-31698245,Island,DDAH2,NM_013974,TSS200
cg14539394,chr10,45496315,-,I,chr10:45496275-45496550,Island,C10orf25;ZNF22;C10orf25;ZNF22,NM_001039380;NM_006963;NM_001039380;NM_006963,1stExon;1stExon;5'UTR;5'UTR
cg14544983,chr19,47248940,-,I,chr19:47248749-47249948,Island,FKRP;STRN4;STRN4;FKRP,NM_024301;NM_001039877;NM_013403;NM_001039885,TSS1500;Body;Body;TSS1500
cg14546471,chr5,65892027,+,I,chr5:65891877-65893539,Island,MAST4;MAST4,NM_001164664;NM_198828,TSS200;TSS200
cg14550653,chr6,52149695,-,I,chr6:52149149-52149725,Island,MCM3,NM_002388,TSS200
cg14555167,chr22,19842472,+,I,chr22:19841883-19843010,Island,GNB1L;C22orf29,NM_053004;NM_024627,TSS200;TSS200
cg14559057,chr12,7079476,-,I,chr12:7079500-7080129,N_Shore,PHB2;EMG1;PHB2,NM_007273;NM_006331;NM_001144831,Body;TSS1500;Body
cg14572758,chr17,37026306,+,I,chr17:37025737-37027104,Island,LASP1;LASP1,NM_006148;NM_006148,1stExon;5'UTR
cg14584865,chr2,128615641,-,I,chr2:128615479-128616004,Island,POLR2D,NM_004805,1stExon
cg14588209,chr19,40950453,-,I,chr19:40950025-40950777,Island,SERTAD3,NM_203344,TSS200
cg14591054,chr15,69110337,+,I,chr15:69109708-69114001,Island,ANP32A,NM_006305,Body
cg14594859,chr8,144406744,-,I,chr8:144403266-144403524,S_Shelf,TOP1MT,NM_052963,Body
cg14599203,chr11,112097056,-,I,chr11:112097022-112097547,Island,PTS,NM_000317,TSS200
cg14599857,chr1,2010959,+,I,,OpenSea,PRKCZ;PRKCZ,NM_002744;NM_001033581,Body;5'UTR
cg14600997,chr9,131534538,+,I,chr9:131533779-131534695,Island,ZER1,NM_006336,TSS1500
cg14602351,chr9,88969757,-,I,chr9:88969007-88969904,Island,ZCCHC6,NM_024617,TSS1500
cg14610915,chr17,75243296,-,I,chr17:75242871-75243613,Island,,,
cg14618681,chr20,32273893,-,I,chr20:32273557-32274505,Island,E2F1,NM_005225,1stExon
cg14620549,chr9,108418809,-,I,chr9:108418403-108418934,Island,,,
cg14628071,chr9,138670633,-,I,chr9:138670608-138670837,Island,KCNT1,NM_020822,Body
cg14642464,chr22,46777848,-,I,chr22:46777706-46777929,Island,CELSR1,NM_014246,Body
cg14645143,chr9,131592162,-,I,chr9:131591751-131592246,Island,C9orf114,NM_016390,TSS200
cg14655649,chr8,30769870,+,I,chr8:30769264-30770122,Island,,,
cg14678099,chr5,175299587,+,I,chr5:175298515-175300066,Island,CPLX2;CPLX2,NM_001008220;NM_006650,5'UTR;5'UTR
cg14684441,chr7,40174653,-,I,chr7:40173881-40175018,Island,C7orf10;C7orf11,NM_024728;NM_138701,1stExon;TSS1500
cg14687540,chr17,62971758,+,I,chr17:62971515-62972293,Island,FLJ32065,NR_026903,TSS200
cg14694952,chr4,3076907,+,II,chr4:3075483-3075773,S_Shore,HTT,NM_002111,Body
cg14695609,chr3,45430048,+,I,chr3:45430016-45430237,Island,LARS2,NM_015340,TSS200
cg14701410,chr12,51818681,-,I,chr12:51818460-51819166,Island,SLC4A8;SLC4A8;SLC4A8;SLC4A8,NM_001039960;NM_001039960;NM_004858;NM_004858,5'UTR;1stExon;1stExon;5'UTR
cg14708875,chr7,100209945,+,I,chr7:100209594-100210655,Island,MOSPD3;MOSPD3;MOSPD3;MOSPD3,NM_023948;NM_001040098;NM_001040099;NM_001040097,TSS200;TSS200;TSS200;5'UTR
cg14714578,chr13,31774336,-,I,chr13:31773919-31775034,Island,B3GALTL,NM_194318,Body
cg14735227,chr5,174905406,-,I,chr5:174905342-174906065,Island,SFXN1,NM_022754,TSS200
cg14737905,chr2,128186178,+,I,chr2:128186097-128186370,Island,PROC,NM_000312,Body
cg14744703,chr19,17530888,-,I,chr19:17530650-17531535,Island,FAM125A,NM_138401,TSS200
cg14747339,chr6,132834427,+,II,chr6:132833798-132834349,S_Shore,STX7,NM_003569,TSS200
cg14748160,chr5,127418950,-,I,chr5:127418594-127420512,Island,SLC12A2;FLJ33630,NM_001046;NR_015360,TSS1500;TSS200
cg14751199,chr7,1991939,-,I,chr7:1991914-1992122,Island,MAD1L1;MAD1L1;MAD1L1,NM_003550;NM_001013837;NM_001013836,Body;Body;Body
cg14767944,chr7,1510742,-,I,chr7:1512939-1513216,N_Shelf,INTS1,NM_001080453,Body
cg14771810,chr5,150052014,+,I,chr5:150051116-150052107,Island,MYOZ3;MYOZ3,NM_133371;NM_001122853,Body;Body
cg14776114,chr6,126069223,-,I,chr6:126068722-126071320,Island,,,
cg14781919,chr17,3627394,+,I,chr17:3626924-3627839,Island,ITGAE;GSG2,NM_002208;NM_031965,Body;1stExon
cg14789841,chr3,194824130,+,I,,OpenSea,C3orf21,NM_152531,Body
cg14790208,chr1,145610755,+,I,chr1:145610679-145611143,Island,POLR3C;POLR3C;RNF115,NM_006468;NM_006468;NM_014455,5'UTR;1stExon;TSS1500
cg14797887,chr15,56757312,+,I,chr15:56757179-56757383,Island,MNS1;MNS1,NM_018365;NM_018365,1stExon;5'UTR
cg14823967,chr13,107220428,+,I,chr13:107219926-107220664,Island,ARGLU1;ARGLU1,NM_018011;NM_018011,5'UTR;1stExon
cg14831162,chr8,145690788,+,I,chr8:145690605-145692505,Island,KIFC2;CYHR1;CYHR1;CYHR1;CYHR1,NM_145754;NM_032687;NM_001129888;NM_032687;NM_138496,TSS1500;1stExon;5'UTR;5'UTR;TSS1500
cg14833254,chr15,69745085,-,I,chr15:69745049-69745746,Island,RPLP1;RPLP1,NM_213725;NM_001003,TSS200;TSS200
cg14843800,chr12,119419786,+,I,chr12:119419105-119419810,Island,SRRM4,NM_194286,1stExon
cg14852238,chr1,28562670,-,I,chr1:28562510-28562976,Island,ATPIF1;ATPIF1;ATPIF1;ATPIF1;ATPIF1;ATPIF1,NM_178191;NM_178190;NM_016311;NM_178191;NM_178190;NM_016311,5'UTR;1stExon;5'UTR;1stExon;5'UTR;1stExon
cg14859749,chr22,30753135,-,I,chr22:30752583-30753214,Island,SF3A1;SF3A1;CCDC157,NM_001005409;NM_005877;NM_001017437,TSS1500;TSS1500;5'UTR
cg14862111,chr12,110011546,-,I,chr12:110010994-110011599,Island,MMAB;MVK;MVK;MVK;MVK,NM_052845;NM_001114185;NM_000431;NM_000431;NM_001114185,TSS200;5'UTR;5'UTR;1stExon;1stExon
cg14870242,chr14,55034646,-,I,chr14:55031826-55035030,Island,SAMD4A;SAMD4A,NM_015589;NM_001161576,1stExon;1stExon
cg14873545,chr10,90639839,-,I,chr10:90639787-90640623,Island,STAMBPL1,NM_020799,TSS200
cg14877820,chr3,16306698,-,I,chr3:16306136-16306986,Island,OXNAD1;DPH3;DPH3,NM_138381;NM_206831;NM_001047434,TSS200;TSS1500;TSS1500
cg14878357,chr5,32174468,-,I,chr5:32173598-32174837,Island,GOLPH3,NM_022130,TSS200
cg14881209,chr19,11546152,-,I,chr19:11545948-11546544,Island,CCDC151;PRKCSH;PRKCSH,NM_145045;NM_002743;NM_001001329,TSS200;TSS200;TSS200
cg14884256,chr3,50374861,+,I,chr3:50374264-50375629,Island,RASSF1;RASSF1;RASSF1;RASSF1;RASSF1,NM_170713;NM_170713;NM_170714;NM_007182;NM_170712,5'UTR;1stExon;Body;Body;5'UTR
cg14886078,chr19,16296464,+,I,chr19:16296300-16296742,Island,FAM32A,NM_014077,Body
cg14897802,chr19,19627085,-,I,chr19:19624954-19627258,Island,NDUFA13;TSSK6,NM_015965;NM_032037,1stExon;TSS1500
cg14899522,chr10,6472750,+,I,,OpenSea,PRKCQ,NM_006257,Body
cg14902146,chr15,90294607,+,I,chr15:90293221-90294733,Island,MESP1,NM_018670,TSS200
cg14910495,chr2,219824329,-,I,chr2:219824151-219825864,Island,CDK5R2,NM_003936,TSS200
cg14915263,chr20,49127137,-,I,chr20:49126617-49127435,Island,PTPN1,NM_002827,Body
cg14916095,chr14,52118110,+,I,chr14:52117975-52119488,Island,FRMD6;FRMD6,NM_152330;NM_001042481,TSS1500;5'UTR
cg14916315,chr19,4581550,-,I,chr19:4580469-4581907,Island,,,
cg14917700,chr3,72897678,-,I,chr3:72896940-72897793,Island,SHQ1,NM_018130,TSS200
cg14923295,chr12,56435580,+,I,chr12:56435573-56436406,Island,RPS26,NM_001029,TSS200
cg14925012,chr15,60771315,-,I,chr15:60771068-60771558,Island,NARG2;NARG2;NARG2;NARG2,NM_001018089;NM_024611;NM_024611;NM_001018089,5'UTR;1stExon;5'UTR;1stExon
cg14925137,chr3,121554019,-,I,chr3:121553820-121554236,Island,IQCB1;IQCB1;EAF2,NM_001023570;NM_001023571;NM_018456,TSS200;TSS200;TSS200
cg14925994,chr6,32820999,-,I,chr6:32820849-32822370,Island,PSMB9;PSMB9;TAP1,NM_002800;NM_148954;NM_000593,TSS1500;TSS1500;1stExon
cg14926340,chr8,22225159,-,I,chr8:22224519-22225244,Island,SLC39A14;SLC39A14;SLC39A14;SLC39A14;SLC39A14,NM_001135153;NM_001128431;NM_001135153;NM_015359;NM_001135154,1stExon;5'UTR;5'UTR;5'UTR;5'UTR
cg14929148,chr8,145133857,-,I,chr8:145133199-145134040,Island,EXOSC4,NM_019037,Body
cg14933899,chr2,242041835,-,I,chr2:242041543-242042026,Island,MTERFD2;MTERFD2;MTERFD2;MTERFD2,NM_182501;NR_028049;NR_028050;NR_028051,TSS200;TSS200;TSS200;TSS200
cg14938514,chr8,38854062,+,I,chr8:38853700-38855116,Island,TM2D2;TM2D2;ADAM9;ADAM9;ADAM9;TM2D2;TM2D2;ADAM9,NM_001024380;NM_031940;NR_027638;NR_027639;NM_003816;NM_001024381;NM_078473;NR_027878,TSS200;TSS200;TSS1500;TSS1500;TSS1500;TSS200;TSS200;TSS1500
cg14940449,chr17,79650819,+,I,chr17:79650194-79651447,Island,HGS;ARL16,NM_004712;NM_001040025,TSS200;1stExon
cg14942918,chr19,1757833,+,I,chr19:1757415-1758094,Island,ONECUT3,NM_001080488,Body
cg14945867,chr14,54908007,-,I,chr14:54907596-54908237,Island,CNIH,NM_005776,1stExon
cg14946028,chr4,147443237,-,I,chr4:147443091-147444062,Island,SLC10A7;SLC10A7,NM_001029998;NM_032128,TSS200;TSS200
cg14946389,chr13,93880952,+,I,chr13:93879245-93880877,S_Shore,GPC6,NM_005708,Body
cg14950288,chr6,117002223,-,I,chr6:117002067-117002797,Island,KPNA5,NM_002269,TSS200
cg14950855,chr12,49740781,+,I,chr12:49738680-49740841,Island,DNAJC22,NM_024902,TSS1500
cg14952000,chr19,8386621,-,I,chr19:8386082-8386972,Island,NDUFA7;RPS28,NM_005001;NM_001031,TSS1500;Body
cg14955495,chr17,73512583,-,I,chr17:73511016-73513176,Island,CASKIN2;TSEN54,NM_020753;NM_207346,TSS1500;TSS200
cg14962394,chr1,26249385,-,I,chr1:26249205-26249613,Island,,,
cg14965220,chr10,28034091,+,I,chr10:28030182-28035211,Island,MKX,NM_173576,5'UTR
cg14965477,chr1,19536541,+,I,chr1:19536151-19537046,Island,UBR4,NM_020765,Body
cg14968838,chr1,11724397,-,I,chr1:11724113-11724885,Island,FBXO6,NM_018438,5'UTR
cg14970447,chr13,74709519,+,I,chr13:74708001-74709601,Island,KLF12,NM_007249,TSS1500
