"tissue","cgid","median","mean","var","sd","chr","pos","strand","Type","Islands_Name","Relation_to_Island","UCSC_RefGene_Name","UCSC_RefGene_Accession","UCSC_RefGene_Group"
"brain","cg24236839",0.667,0.67,0.005,0.072,"chr19",5038822,"+","II","chr19:5039856-5040062","N_Shore","KDM4B","NM_015015","Body"
"brain","cg24479928",0.783,0.764,0.006,0.074,"chr19",4032950,"-","II","chr19:4032949-4033644","Island","PIAS4","NM_015897","Body"
"brain","cg24760577",0.904,0.896,0.003,0.051,"chr19",45201793,"-","II","","OpenSea","CEACAM16","NM_001039213","TSS1500"
"brain","cg25352134",0.555,0.557,0.007,0.085,"chr19",23942073,"+","II","chr19:23941240-23941538","S_Shore","ZNF681","NM_138286","TSS1500"
"brain","cg25698525",0.088,0.104,0.003,0.057,"chr19",34012759,"+","II","chr19:34012271-34012936","Island","PEPD;PEPD;PEPD;PEPD;PEPD;PEPD","NM_000285;NM_001166057;NM_001166056;NM_001166057;NM_001166056;NM_000285","1stExon;5'UTR;5'UTR;1stExon;1stExon;5'UTR"
"brain","cg26106524",0.069,0.08,0.002,0.045,"chr19",19517029,"-","II","chr19:19516021-19517383","Island","GATAD2A","NM_017660","5'UTR"
"brain","cg26563932",0.061,0.069,0.001,0.036,"chr19",35263485,"+","II","chr19:35263648-35264275","N_Shore","ZNF599","NM_001007248","Body"
"brain","cg26864950",0.515,0.518,0.004,0.067,"chr19",1395365,"+","II","chr19:1395290-1395788","Island","NDUFS7","NM_024407","Body"
"brain","cg00300969",0.746,0.732,0.005,0.067,"chr20",31366486,"+","II","","OpenSea","DNMT3B;DNMT3B;DNMT3B;DNMT3B","NM_175849;NM_006892;NM_175850;NM_175848","5'UTR;5'UTR;TSS1500;5'UTR"
"brain","cg00586889",0.053,0.063,0.001,0.038,"chr20",50807767,"-","II","chr20:50807798-50808825","N_Shore","ZFP64;ZFP64;ZFP64;ZFP64","NM_199426;NM_018197;NM_022088;NM_199427","Body;Body;Body;Body"
"brain","cg07241457",0.502,0.505,0.004,0.063,"chr20",61787786,"-","II","chr20:61788160-61788669","N_Shore","","",""
"brain","cg09011256",0.5,0.5,0.01,0.101,"chr20",37074631,"+","II","chr20:37075227-37075854","N_Shore","SNHG11","NR_003239","TSS1500"
"brain","cg09273716",0.853,0.841,0.006,0.076,"chr20",35494835,"+","II","chr20:35491001-35492805","S_Shelf","","",""
"brain","cg10038446",0.782,0.77,0.004,0.066,"chr20",14307665,"-","II","","OpenSea","FLRT3;MACROD2;FLRT3","NM_013281;NM_080676;NM_198391","Body;Body;Body"
"brain","cg12483876",0.115,0.12,0.002,0.045,"chr20",33814184,"+","II","chr20:33814545-33815131","N_Shore","MMP24","NM_006690","TSS1500"
"brain","cg14535006",0.053,0.064,0.002,0.04,"chr20",18448030,"+","II","chr20:18447429-18448341","Island","C20orf12;POLR3F","NM_001099407;NM_006466","TSS1500;TSS200"
"brain","cg15013617",0.713,0.707,0.004,0.066,"chr20",2795378,"+","II","","OpenSea","C20orf141","NM_080739","TSS1500"
"brain","cg16682926",0.639,0.637,0.004,0.067,"chr20",57411775,"+","II","chr20:57414595-57414896","N_Shelf","GNASAS","NR_002785","Body"
"brain","cg16998537",0.048,0.058,0.001,0.038,"chr20",45523187,"-","II","chr20:45523250-45524020","N_Shore","EYA2;EYA2","NM_005244;NM_172110","TSS200;TSS200"
"brain","cg17621966",0.68,0.666,0.004,0.066,"chr20",33147743,"+","II","chr20:33147527-33147744","Island","MAP1LC3A;MAP1LC3A","NM_181509;NM_032514","3'UTR;3'UTR"
"brain","cg17675882",0.098,0.112,0.002,0.046,"chr20",35374068,"+","II","chr20:35374110-35374654","N_Shore","NDRG3;NDRG3","NM_022477;NM_032013","5'UTR;5'UTR"
"brain","cg17759093",0.046,0.049,0.002,0.047,"chr20",23402258,"-","II","chr20:23401108-23402294","Island","NAPB","NM_022080","TSS200"
"brain","cg21012871",0.074,0.081,0.001,0.035,"chr20",42939451,"-","II","chr20:42939450-42940043","Island","FITM2","NM_001080472","Body"
"brain","cg26300613",0.055,0.066,0.002,0.04,"chr20",42839365,"+","II","chr20:42839134-42839883","Island","C20orf111;C20orf111","NM_016470;NM_016470","1stExon;5'UTR"
"brain","cg26553763",0.877,0.856,0.009,0.093,"chr20",31352874,"+","II","chr20:31350149-31351263","S_Shore","DNMT3B;DNMT3B;DNMT3B","NM_175849;NM_006892;NM_175848","5'UTR;5'UTR;5'UTR"
"brain","cg00789390",0.083,0.101,0.004,0.063,"chr21",34914246,"-","II","chr21:34914303-34915906","N_Shore","SON;GART;SON;GART;GART;GART","NM_138927;NM_175085;NM_032195;NM_001136005;NM_001136006;NM_000819","TSS1500;5'UTR;TSS1500;5'UTR;5'UTR;5'UTR"
"brain","cg01145544",0.7,0.696,0.005,0.07,"chr21",46889296,"-","II","chr21:46890848-46891115","N_Shore","COL18A1;COL18A1;COL18A1","NM_130444;NM_030582;NM_130445","Body;Body;Body"
"brain","cg04321224",0.614,0.599,0.004,0.063,"chr21",46341380,"+","II","","OpenSea","ITGB2;ITGB2","NM_001127491;NM_000211","5'UTR;TSS1500"
"brain","cg04955683",0.746,0.751,0.004,0.065,"chr21",35444367,"+","II","chr21:35445087-35446013","N_Shore","MRPS6","NM_032476","TSS1500"
"brain","cg05516004",0.716,0.711,0.006,0.076,"chr21",46496180,"-","II","chr21:46494173-46495472","S_Shore","ADARB1;ADARB1;ADARB1;ADARB1;ADARB1;ADARB1;ADARB1","NM_015833;NM_001160230;NM_001112;NR_027674;NR_027672;NM_015834;NR_027673","5'UTR;5'UTR;5'UTR;Body;Body;5'UTR;Body"
"brain","cg05809186",0.564,0.575,0.007,0.083,"chr21",35900083,"+","II","","OpenSea","RCAN1;RCAN1;RCAN1","NM_203417;NM_004414;NM_203418","5'UTR;Body;TSS1500"
"brain","cg09248148",0.077,0.087,0.002,0.04,"chr21",15755608,"+","II","chr21:15755371-15756086","Island","HSPA13","NM_006948","TSS200"
"brain","cg09829580",0.631,0.614,0.009,0.097,"chr21",46340833,"-","II","","OpenSea","ITGB2;ITGB2;ITGB2","NM_001127491;NM_000211;NM_000211","5'UTR;5'UTR;1stExon"
"brain","cg10382494",0.904,0.9,0.001,0.035,"chr21",48018632,"-","II","chr21:48018542-48018791","Island","S100B","NM_006272","3'UTR"
"brain","cg14960373",0.596,0.592,0.005,0.07,"chr21",47530705,"+","II","chr21:47531899-47532821","N_Shore","COL6A2;COL6A2;COL6A2","NM_001849;NM_058174;NM_058175","5'UTR;5'UTR;5'UTR"
"brain","cg19313408",0.901,0.894,0.001,0.036,"chr21",46827585,"+","II","chr21:46824531-46826234","S_Shore","COL18A1","NM_130445","Body"
"brain","cg21320945",0.892,0.887,0.002,0.039,"chr21",15435310,"-","II","chr21:15436119-15436962","N_Shore","","",""
"brain","cg21947116",0.803,0.787,0.004,0.062,"chr21",46918189,"-","II","chr21:46918188-46918410","Island","COL18A1;COL18A1;COL18A1","NM_130444;NM_030582;NM_130445","Body;Body;Body"
"brain","cg00142150",0.102,0.112,0.003,0.051,"chr22",38071001,"+","II","chr22:38073037-38073412","N_Shelf","LGALS1","NM_002305","TSS1500"
"brain","cg00372774",0.711,0.705,0.012,0.107,"chr22",22902198,"-","II","chr22:22901386-22901698","S_Shore","PRAME;PRAME;LOC648691;PRAME;PRAME;PRAME","NM_206953;NM_006115;NR_027426;NM_206954;NM_206955;NM_206956","TSS1500;TSS1500;Body;TSS1500;TSS1500;TSS1500"
"brain","cg00875636",0.848,0.839,0.003,0.054,"chr22",46931138,"+","II","chr22:46929317-46934861","Island","CELSR1","NM_014246","1stExon"
"brain","cg02420032",0.888,0.885,0.001,0.038,"chr22",49144377,"-","II","chr22:49145736-49147208","N_Shore","FAM19A5;FAM19A5","NM_015381;NM_001082967","Body;Body"
"brain","cg03390873",0.63,0.633,0.004,0.062,"chr22",47069200,"+","II","chr22:47069523-47069800","N_Shore","GRAMD4","NM_015124","Body"
"brain","cg09312336",0.868,0.859,0.002,0.049,"chr22",39884755,"+","II","chr22:39883515-39885010","Island","MGAT3;MGAT3","NM_002409;NM_001098270","Body;1stExon"
"brain","cg11271713",0.076,0.084,0.001,0.036,"chr22",38794898,"-","II","chr22:38793732-38795370","Island","LOC400927","NR_002821","Body"
"brain","cg13116086",0.896,0.887,0.002,0.041,"chr22",25056417,"+","II","chr22:25055102-25055388","S_Shore","POM121L10P","NR_024593","TSS1500"
"brain","cg14300623",0.9,0.893,0.003,0.054,"chr22",39934758,"+","II","chr22:39930803-39931115","S_Shelf","","",""
"brain","cg14743748",0.751,0.738,0.006,0.078,"chr22",46929704,"+","II","chr22:46929317-46934861","Island","CELSR1","NM_014246","1stExon"
"brain","cg15853374",0.049,0.061,0.002,0.048,"chr22",38245447,"+","II","chr22:38245341-38245681","Island","EIF3L;EIF3L","NM_016091;NM_016091","5'UTR;1stExon"
"brain","cg16927796",0.871,0.861,0.002,0.048,"chr22",29886713,"+","II","","OpenSea","NEFH","NM_021076","3'UTR"
"brain","cg18003231",0.349,0.355,0.004,0.066,"chr22",18043745,"-","II","","OpenSea","SLC25A18","NM_031481","5'UTR"
"brain","cg18471474",0.912,0.869,0.01,0.101,"chr22",50860456,"-","II","chr22:50862756-50862967","N_Shelf","SAPS2","NM_014678","Body"
"brain","cg19025573",0.412,0.416,0.004,0.06,"chr22",25615481,"-","II","","OpenSea","CRYBB2","NM_000496","TSS200"
"brain","cg19650920",0.873,0.866,0.002,0.043,"chr22",29834697,"-","II","","OpenSea","RFPL1S;RFPL1;RFPL1","NR_002727;NM_021026;NM_021026","Body;5'UTR;1stExon"
"brain","cg19716090",0.905,0.885,0.007,0.084,"chr22",17560707,"-","II","chr22:17564602-17564995","N_Shelf","","",""
"brain","cg20686403",0.647,0.636,0.007,0.081,"chr22",38438206,"-","II","chr22:38434864-38435204","S_Shelf","","",""
"brain","cg22276519",0.628,0.634,0.004,0.064,"chr22",25044375,"+","II","","OpenSea","POM121L10P;LOC644165","NR_024593;NR_024494","Body;Body"
"buccal","cg00106073",0.116,0.131,0.003,0.055,"chr1",156084334,"+","I","chr1:156084486-156085097","N_Shore","LMNA;LMNA;LMNA","NM_170707;NM_005572;NM_170708","TSS200;TSS200;TSS200"
"buccal","cg02859098",0.877,0.859,0.003,0.056,"chr1",1203564,"+","I","chr1:1203166-1203597","Island","UBE2J2;UBE2J2;UBE2J2;UBE2J2","NM_194315;NM_194457;NM_058167;NM_194458","5'UTR;5'UTR;5'UTR;5'UTR"
"buccal","cg02971920",0.904,0.873,0.007,0.085,"chr1",1095607,"-","I","chr1:1098043-1100584","N_Shelf","","",""
"buccal","cg03254916",0.066,0.082,0.003,0.051,"chr1",201978949,"-","I","","OpenSea","ELF3;ELF3","NM_004433;NM_001114309","TSS1500;TSS1500"
"buccal","cg04016768",0.114,0.14,0.006,0.075,"chr1",160068676,"+","I","chr1:160068040-160068430","S_Shore","IGSF8","NM_052868","TSS1500"
"buccal","cg05048259",0.793,0.791,0.004,0.062,"chr1",7622560,"+","I","","OpenSea","CAMTA1","NM_015215","Body"
"buccal","cg06746829",0.424,0.357,0.057,0.238,"chr1",17424524,"-","I","","OpenSea","PADI2","NM_007365","Body"
"buccal","cg06956500",0.106,0.123,0.004,0.064,"chr1",173684595,"-","I","chr1:173683985-173684403","S_Shore","KLHL20","NM_014458","5'UTR"
"buccal","cg07018071",0.084,0.119,0.008,0.089,"chr1",59249834,"+","I","chr1:59247461-59250940","Island","JUN","NM_002228","TSS200"
"buccal","cg08882503",0.88,0.867,0.003,0.051,"chr1",5959093,"+","I","","OpenSea","NPHP4","NM_015102","Body"
"buccal","cg09513309",0.102,0.12,0.003,0.054,"chr1",6614775,"+","I","chr1:6614136-6614835","Island","TAS1R1;TAS1R1;NOL9;TAS1R1;TAS1R1","NM_177541;NM_138697;NM_024654;NM_177540;NM_177539","TSS1500;TSS1500;TSS200;TSS1500;TSS1500"
"buccal","cg10062290",0.088,0.113,0.005,0.068,"chr1",45240985,"+","I","chr1:45241013-45241900","N_Shore","SNORD55;SNORD46;RPS8","NR_000015;NR_000024;NM_001012","TSS1500;TSS1500;TSS1500"
"buccal","cg10430904",0.074,0.095,0.004,0.06,"chr1",45769554,"-","I","chr1:45769213-45769917","Island","LOC400752","NR_024270","TSS200"
"buccal","cg10626316",0.809,0.798,0.004,0.066,"chr1",7408793,"+","I","","OpenSea","CAMTA1","NM_015215","Body"
"buccal","cg12092932",0.062,0.08,0.003,0.052,"chr1",198128390,"-","I","chr1:198125896-198126842","S_Shore","NEK7","NM_133494","5'UTR"
"buccal","cg12138346",0.116,0.143,0.006,0.078,"chr1",15851107,"+","I","chr1:15851106-15851581","Island","CASP9;CASP9","NM_001229;NM_032996","TSS1500;TSS1500"
"buccal","cg12644885",0.1,0.114,0.003,0.051,"chr1",154297985,"+","I","chr1:154298205-154298544","N_Shore","ATP8B2","NM_001005855","TSS200"
"buccal","cg13679776",0.081,0.086,0.003,0.05,"chr1",64936373,"-","I","chr1:64935554-64936614","Island","CACHD1","NM_020925","TSS200"
"buccal","cg14030258",0.736,0.707,0.014,0.117,"chr1",29591301,"+","I","chr1:29587087-29587412","S_Shelf","PTPRU;PTPRU;PTPRU","NM_133178;NM_133177;NM_005704","Body;Body;Body"
"buccal","cg14087168",0.326,0.31,0.008,0.092,"chr1",156450669,"+","I","","OpenSea","MEF2D","NM_005920","Body"
"buccal","cg16546681",0.915,0.891,0.008,0.088,"chr1",155244518,"-","I","chr1:155242861-155243436","S_Shore","CLK2","NM_003993","TSS1500"
"buccal","cg16553238",0.239,0.248,0.014,0.119,"chr1",9154254,"-","I","","OpenSea","","",""
"buccal","cg17080709",0.099,0.121,0.004,0.061,"chr1",110091589,"-","I","chr1:110091039-110091590","Island","GNAI3","NM_006496","Body"
"buccal","cg17427986",0.793,0.783,0.004,0.064,"chr1",154402922,"-","I","","OpenSea","IL6R;IL6R","NM_181359;NM_000565","Body;Body"
"buccal","cg17952939",0.391,0.395,0.009,0.094,"chr1",9154250,"-","I","","OpenSea","","",""
"buccal","cg18125208",0.102,0.122,0.004,0.06,"chr1",228297275,"-","I","chr1:228296787-228297276","Island","MRPL55;MRPL55;MRPL55;MRPL55;MRPL55;MRPL55;MRPL55;MRPL55","NM_181441;NM_181464;NM_181456;NM_181465;NM_181462;NM_181455;NM_181454;NM_181463","TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500"
"buccal","cg18875460",0.13,0.153,0.005,0.072,"chr1",228604595,"-","I","chr1:228603706-228604567","S_Shore","TRIM17;TRIM17;TRIM17;TRIM17","NM_001024940;NM_016102;NM_001134855;NM_001024941","TSS200;TSS200;TSS200;TSS200"
"buccal","cg19243373",0.124,0.155,0.006,0.08,"chr1",154909541,"+","I","chr1:154908962-154909931","Island","PMVK","NM_006556","TSS200"
"buccal","cg23675362",0.073,0.095,0.003,0.056,"chr1",180601130,"-","I","chr1:180601027-180601816","Island","XPR1;XPR1","NM_001135669;NM_004736","TSS200;TSS200"
"buccal","cg24162759",0.097,0.118,0.004,0.063,"chr1",224622126,"-","I","chr1:224622597-224622818","N_Shore","WDR26;WDR26","NM_001115113;NM_025160","TSS200;TSS200"
"buccal","cg24629380",0.694,0.687,0.011,0.107,"chr1",116214059,"-","I","","OpenSea","VANGL1","NM_138959","Body"
"buccal","cg24638131",0.095,0.116,0.003,0.055,"chr1",1050690,"+","I","chr1:1050515-1050830","Island","C1orf159","NM_017891","5'UTR"
"buccal","cg25845331",0.114,0.15,0.008,0.09,"chr1",15851274,"+","I","chr1:15851106-15851581","Island","CASP9;CASP9","NM_001229;NM_032996","TSS1500;TSS1500"
"buccal","cg27391816",0.237,0.242,0.011,0.103,"chr1",1672644,"-","I","chr1:1670756-1671101","S_Shore","SLC35E2","NM_182838","5'UTR"
"buccal","cg00831048",0.09,0.119,0.005,0.072,"chr2",68694709,"-","I","chr2:68694047-68695097","Island","APLF;APLF;FBXO48","NM_173545;NM_173545;NM_001024680","1stExon;5'UTR;TSS1500"
"buccal","cg02279082",0.795,0.779,0.007,0.085,"chr2",236417590,"-","I","","OpenSea","AGAP1;AGAP1","NM_014914;NM_001037131","Body;Body"
"buccal","cg02414648",0.168,0.199,0.01,0.099,"chr2",112812756,"+","I","chr2:112812827-112813614","N_Shore","TMEM87B","NM_032824","TSS200"
"buccal","cg02569853",0.124,0.145,0.004,0.066,"chr2",20251308,"+","I","chr2:20251040-20251864","Island","LAPTM4A;LAPTM4A","NM_014713;NM_014713","5'UTR;1stExon"
"buccal","cg04341202",0.09,0.12,0.006,0.075,"chr2",68694654,"-","I","chr2:68694047-68695097","Island","APLF;FBXO48","NM_173545;NM_001024680","TSS200;TSS1500"
"buccal","cg04881214",0.078,0.097,0.003,0.054,"chr2",44395864,"-","I","chr2:44394983-44396629","Island","PPM1B;PPM1B;PPM1B;PPM1B;PPM1B","NM_002706;NM_177968;NM_001033557;NM_001033556;NM_177969","TSS200;TSS200;TSS200;TSS200;TSS200"
"buccal","cg05044694",0.026,0.033,0.003,0.051,"chr2",28975347,"-","I","chr2:28974212-28975388","Island","PPP1CB;PPP1CB","NM_206876;NM_002709","Body;Body"
"buccal","cg06041469",0.126,0.153,0.005,0.071,"chr2",45877179,"-","I","chr2:45877178-45879685","Island","","",""
"buccal","cg07173877",0.111,0.141,0.007,0.081,"chr2",44395855,"-","I","chr2:44394983-44396629","Island","PPM1B;PPM1B;PPM1B;PPM1B;PPM1B","NM_002706;NM_177968;NM_001033557;NM_001033556;NM_177969","TSS200;TSS200;TSS200;TSS200;TSS200"
"buccal","cg07558704",0.828,0.803,0.008,0.091,"chr2",73286489,"+","I","","OpenSea","SFXN5","NM_144579","Body"
"buccal","cg09689073",0.1,0.132,0.006,0.081,"chr2",68694683,"-","I","chr2:68694047-68695097","Island","APLF;FBXO48","NM_173545;NM_001024680","TSS200;TSS1500"
"buccal","cg13803071",0.251,0.274,0.006,0.077,"chr2",9771081,"+","I","chr2:9770189-9771562","Island","YWHAQ;YWHAQ","NM_006826;NM_006826","5'UTR;1stExon"
"buccal","cg14971810",0.056,0.074,0.003,0.052,"chr2",20251361,"+","I","chr2:20251040-20251864","Island","LAPTM4A;LAPTM4A","NM_014713;NM_014713","5'UTR;1stExon"
"buccal","cg15135762",0.135,0.154,0.006,0.075,"chr2",66805086,"+","I","chr2:66802890-66804831","S_Shore","","",""
"buccal","cg16246573",0.746,0.735,0.008,0.091,"chr2",241531391,"-","I","chr2:241529962-241530345","S_Shore","CAPN10;CAPN10;CAPN10;CAPN10","NM_021251;NM_023083;NM_023085;NM_023089","Body;Body;Body;Body"
"buccal","cg16643169",0.767,0.761,0.006,0.078,"chr2",130897153,"-","I","chr2:130897119-130897390","Island","CCDC74B","NM_207310","Body"
"buccal","cg17526506",0.138,0.174,0.009,0.096,"chr2",120124281,"+","I","chr2:120124241-120125287","Island","DBI;DBI;C2orf76;DBI","NM_020548;NM_001079863;NM_001017927;NM_001079862","TSS1500;TSS1500;TSS200;TSS1500"
"buccal","cg17651633",0.08,0.098,0.003,0.052,"chr2",42588696,"-","I","chr2:42588072-42588875","Island","COX7A2L","NM_004718","TSS1500"
"buccal","cg18671881",0.928,0.91,0.003,0.05,"chr2",583286,"-","I","chr2:582818-583385","Island","","",""
"buccal","cg19276371",0.874,0.858,0.003,0.057,"chr2",74590743,"+","I","","OpenSea","DCTN1;DCTN1;DCTN1;DCTN1","NM_001135040;NM_004082;NM_001135041;NM_023019","Body;Body;Body;Body"
"buccal","cg20090162",0.113,0.126,0.003,0.054,"chr2",47261900,"+","I","","OpenSea","TTC7A","NM_020458","Body"
"buccal","cg20195957",0.104,0.139,0.008,0.09,"chr2",68694673,"-","I","chr2:68694047-68695097","Island","APLF;FBXO48","NM_173545;NM_001024680","TSS200;TSS1500"
"buccal","cg20707764",0.08,0.099,0.003,0.056,"chr2",42796178,"+","I","chr2:42795847-42796230","Island","MTA3","NM_020744","Body"
"buccal","cg21708692",0.826,0.809,0.007,0.083,"chr2",240405767,"-","I","","OpenSea","","",""
"buccal","cg24393552",0.915,0.89,0.004,0.061,"chr2",239014989,"+","I","","OpenSea","ESPNL","NM_194312","Body"
"buccal","cg24441121",0.115,0.134,0.003,0.058,"chr2",98262430,"-","I","chr2:98262362-98262924","Island","COX5B","NM_001862","TSS200"
"buccal","cg24890023",0.074,0.095,0.004,0.06,"chr2",61764444,"+","I","chr2:61765406-61766091","N_Shore","XPO1","NM_003400","5'UTR"
"buccal","cg26706317",0.646,0.654,0.006,0.08,"chr2",242836370,"-","I","chr2:242832999-242833229","S_Shelf","","",""
"buccal","cg00459944",0.09,0.106,0.003,0.054,"chr3",39148298,"+","I","chr3:39148377-39149400","N_Shore","TTC21A;TTC21A;GORASP1","NM_145755;NM_001105513;NM_031899","TSS1500;TSS1500;Body"
"buccal","cg00623328",0.128,0.157,0.007,0.083,"chr3",128840692,"+","I","chr3:128839934-128840633","S_Shore","RAB43","NM_198490","TSS200"
"buccal","cg04442328",0.136,0.163,0.006,0.079,"chr3",185304136,"-","I","chr3:185303822-185304497","Island","SENP2;SENP2","NM_021627;NM_021627","1stExon;5'UTR"
"buccal","cg05484393",0.093,0.104,0.004,0.062,"chr3",170587694,"-","I","chr3:170587936-170588270","N_Shore","RPL22L1","NM_001099645","Body"
"buccal","cg05880330",0.202,0.223,0.007,0.086,"chr3",137484517,"+","I","chr3:137482964-137484454","S_Shore","","",""
"buccal","cg06208339",0.079,0.085,0.003,0.055,"chr3",139258658,"-","I","chr3:139258152-139258731","Island","RBP1;RBP1;RBP1;RBP1;RBP1;RBP1","NM_001130993;NM_002899;NM_002899;NM_001130992;NM_001130993;NM_001130992","1stExon;1stExon;5'UTR;1stExon;5'UTR;5'UTR"
"buccal","cg07135614",0.261,0.263,0.008,0.089,"chr3",138663230,"-","I","chr3:138663718-138666346","N_Shore","FOXL2;FOXL2","NM_023067;NM_023067","1stExon;3'UTR"
"buccal","cg07759247",0.094,0.118,0.004,0.066,"chr3",38040636,"-","I","chr3:38040289-38040535","S_Shore","VILL","NM_015873","Body"
"buccal","cg12670756",0.116,0.142,0.004,0.067,"chr3",169940172,"-","I","chr3:169940157-169940778","Island","PRKCI","NM_002740","TSS200"
"buccal","cg12824246",0.11,0.124,0.003,0.052,"chr3",37902741,"+","I","chr3:37901938-37904039","Island","CTDSPL;CTDSPL","NM_001008392;NM_005808","TSS1500;TSS1500"
"buccal","cg14317554",0.115,0.131,0.003,0.055,"chr3",184870948,"+","I","chr3:184870185-184871525","Island","C3orf70","NM_001025266","TSS200"
"buccal","cg16270079",0.928,0.917,0.003,0.056,"chr3",48456686,"+","I","","OpenSea","PLXNB1;PLXNB1","NM_001130082;NM_002673","Body;Body"
"buccal","cg16618282",0.134,0.151,0.004,0.067,"chr3",47018402,"+","I","chr3:47017879-47018312","S_Shore","CCDC12","NM_144716","TSS200"
"buccal","cg19155557",0.098,0.117,0.003,0.054,"chr3",41240643,"+","I","chr3:41240162-41241631","Island","CTNNB1;CTNNB1;CTNNB1","NM_001904;NM_001098210;NM_001098209","TSS1500;TSS1500;TSS1500"
"buccal","cg19770116",0.085,0.104,0.004,0.064,"chr3",57199524,"+","I","chr3:57198243-57199378","S_Shore","IL17RD","NM_017563","TSS200"
"buccal","cg20182189",0.057,0.079,0.003,0.056,"chr3",133292212,"+","I","chr3:133292203-133292908","Island","CDV3;CDV3;CDV3","NM_017548;NM_001134422;NM_001134423","TSS1500;TSS1500;TSS1500"
"buccal","cg22178096",0.113,0.138,0.005,0.071,"chr3",129118538,"-","I","","OpenSea","RPL32P3","NR_003111","TSS1500"
"buccal","cg23189692",0.123,0.156,0.007,0.084,"chr3",184050393,"-","I","chr3:184053565-184054263","N_Shelf","EIF4G1;EIF4G1;EIF4G1;EIF4G1;EIF4G1","NM_198241;NM_182917;NM_198242;NM_198244;NM_004953","Body;Body;Body;Body;Body"
"buccal","cg24077317",0.02,0.025,0.003,0.052,"chr3",69129461,"+","I","chr3:69129058-69129515","Island","UBA3;UBA3","NM_198195;NM_003968","Body;Body"
"buccal","cg24143101",0.058,0.075,0.003,0.051,"chr3",171757316,"-","I","chr3:171757493-171758724","N_Shore","FNDC3B;FNDC3B","NM_022763;NM_001135095","TSS200;TSS1500"
